,HS 1996 Product Code,HS 1996 Product Description,cluster_labels
171,2008,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included.",12
172,2009,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.",12
185,2207,"Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher; ethyl alcohol and other spirits, denatured, of any strength.",12
188,2301,"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves.",12
189,2302,"Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, milling or other working of cereals or of leguminous plants.",12
193,2306,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils, other than those of heading No. 23.04 or 23.05.",12
197,2401,Unmanufactured tobacco; tobacco refuse.,12
198,2402,"Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes.",12
200,2501,"Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water.",12
202,2503,"Sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur.",12
205,2506,"Quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.",12
210,2511,"Natural barium sulphate (barytes); natural barium carbonate (witherite), whether or not calcined, other than barium oxide of heading No 28.16.",12
215,2516,"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.",12
217,2518,"Dolomite, whether or not calcined; dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; agglomerated dolomite (including tarred dolomite).",12
219,2520,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate) whether or not coloured, with or without small quantities of accelerators or retarders.",12
220,2521,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement.",12
222,2523,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers.",12
228,2529,"Felspar; leucite, nepheline and nepheline syenite; fluorspar.",12
229,2530,Mineral substances not elsewhere specified or included.,12
232,2603,Copper ores and concentrates.,12
236,2607,Lead ores and concentrates.,12
237,2608,Zinc ores and concentrates.,12
245,2616,Precious metal ores and concentrates.,12
260,2710,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils b",12
263,2713,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals.",12
264,2714,"Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks.",12
265,2715,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cut-backs).",12
367,3102,"Mineral or chemical fertilisers, nitrogenous.",12
368,3103,"Mineral or chemical fertilisers, phosphatic.",12
371,3201,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives.",12
393,3401,"Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, moulded pieces or shapes, whether or not containing soap; paper, wadding, felt and nonwovens, impregnated, coated or covered",12
408,3602,"Prepared explosives, other than propellent powders.",12
411,3605,"Matches, other than pyrotechnic articles of heading No. 36.04.",12
487,4101,"Raw hides and skins of bovine or equine animals (fresh, or salted, dried, limed, pickled or otherwide preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split.",12
488,4102,"Raw skins of sheep or lambs (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not with wool on or split, other than those excluded by No",12
489,4103,"Other raw hides and skins (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split, other than those excluded by Note 1 (",12
491,4105,"Sheep or lamb skin leather, without wool on, other than leather of heading No. 41.08 or 41.09.",12
492,4106,"Goat or kid skin leather, without hair on, other than leather of heading No. 41.08 or 41.09.",12
493,4107,"Leather of other animals, without hair on, other than leather of heading No. 41.08 or 41.09.",12
509,4402,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated.",12
596,5201,"Cotton, not carded or combed.",12
597,5202,Cotton waste (including yarn waste and garnetted stock).,12
598,5203,"Cotton, carded or combed.",12
600,5205,"Cotton yarn (other than sewing thread), containing 85 % or more by weight of cotton, not put up for retail sale.",12
719,6305,"Sacks and bags, of a kind used for the packing of goods.",12
801,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.",12
813,7202,Ferro-alloys.,12
825,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling.",12
853,7313,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel.",12
869,7403,"Refined copper and copper alloys, unwrought.",12
894,7601,Unwrought aluminium.,12
898,7605,Aluminium wire.,12
910,7801,Unwrought lead.,12
916,7901,Unwrought zinc.,12
