,HS_code,HS_description,cluster_labels
134,1512,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified.",2
135,1513,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified.",2
138,1516,"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared.",2
142,1521,"Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or coloured.",2
147,1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs.,2
148,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved.",2
149,1701,"Cane or beet sugar and chemically pure sucrose, in solid form.",2
151,1703,Molasses resulting from the extraction or refining of sugar.,2
153,1801,"Cocoa beans, whole or broken, raw or roasted.",2
160,1902,"Pasta, whether or not cooked or stuffed (with meat or other substances) or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous, whether or not prepared.",2
165,2002,Tomatoes prepared or preserved otherwise than by vinegar or acetic acid.,2
171,2008,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included.",2
172,2009,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.",2
179,2201,"Waters, including natural or artificial mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavoured; ice and snow.",2
182,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading No. 20.09.",2
186,2208,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80 % vol; spirits, liqueurs and other spirituous beverages.",2
188,2301,"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves.",2
189,2302,"Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, milling or other working of cereals or of leguminous plants.",2
191,2304,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soyabean oil.",2
193,2306,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils, other than those of heading No. 23.04 or 23.05.",2
197,2401,Unmanufactured tobacco; tobacco refuse.,2
198,2402,"Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes.",2
205,2506,"Quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.",2
214,2515,"Marble, travertine, ecaussine and other calcarous monumental or building stone of an apparent specific gravity of 2.5 or more, and alabaster, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of",2
215,2516,"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.",2
218,2519,"Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; other magnesium oxide, whether or not pure.",2
219,2520,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate) whether or not coloured, with or without small quantities of accelerators or retarders.",2
222,2523,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers.",2
228,2529,"Felspar; leucite, nepheline and nepheline syenite; fluorspar.",2
229,2530,Mineral substances not elsewhere specified or included.,2
232,2603,Copper ores and concentrates.,2
236,2607,Lead ores and concentrates.,2
237,2608,Zinc ores and concentrates.,2
245,2616,Precious metal ores and concentrates.,2
248,2619,"Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel.",2
263,2713,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals.",2
265,2715,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cut-backs).",2
299,2833,Sulphates; alums; peroxosulphates (persulphates),2
303,2837,"Cyanides, cyanide oxides and complex cyanides",2
367,3102,"Mineral or chemical fertilisers, nitrogenous.",2
368,3103,"Mineral or chemical fertilisers, phosphatic.",2
371,3201,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives.",2
386,3301,"Essentials oils (terpeneless or not), including concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration; terpenic by-pro",2
393,3401,"Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, moulded pieces or shapes, whether or not containing soap; paper, wadding, felt and nonwovens, impregnated, coated or covered",2
411,3605,"Matches, other than pyrotechnic articles of heading No. 36.04.",2
424,3805,"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine and other crude para-cymene; pine oil containing alpha-terpine",2
487,4101,"Raw hides and skins of bovine or equine animals (fresh, or salted, dried, limed, pickled or otherwide preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split.",2
488,4102,"Raw skins of sheep or lambs (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not with wool on or split, other than those excluded by No",2
489,4103,"Other raw hides and skins (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split, other than those excluded by Note 1 (",2
491,4105,"Sheep or lamb skin leather, without wool on, other than leather of heading No. 41.08 or 41.09.",2
492,4106,"Goat or kid skin leather, without hair on, other than leather of heading No. 41.08 or 41.09.",2
493,4107,"Leather of other animals, without hair on, other than leather of heading No. 41.08 or 41.09.",2
494,4108,Chamois (including combination chamois) leather.,2
503,4206,"Articles of gut (other than silk-worm gut), of goldbeater's skin, of bladders or of tendons.",2
534,4602,"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or made up from goods of heading No. 46.01; articles of loofah.",2
537,4703,"Chemical wood pulp, soda or sulphate, other than dissolving grades.",2
571,4907,"Unused postage, revenue or similar stamps of current or new issue in the country to which they are destined; stamp-impressed paper; banknotes; cheque forms; stock, share or bond certificates and similar documents of ti",2
596,5201,"Cotton, not carded or combed.",2
597,5202,Cotton waste (including yarn waste and garnetted stock).,2
637,5511,"Yarn (other than sewing thread) of man-made staple fibres, put up for retail sale.",2
652,5701,"Carpets and other textile floor coverings, knotted, whether or not made up.",2
653,5702,"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made up, including Kelem, Schumacks, Karamanie and similar hand-woven rugs.",2
719,6305,"Sacks and bags, of a kind used for the packing of goods.",2
801,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.",2
813,7202,Ferro-alloys.,2
818,7207,Semi-finished products of iron or non-alloy steel.,2
853,7313,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel.",2
894,7601,Unwrought aluminium.,2
898,7605,Aluminium wire.,2
907,7614,"Stranded wire, cables, plaited bands and the like, of aluminium, not electrically insulated.",2
910,7801,Unwrought lead.,2
939,8110,"Antimony and articles thereof, including waste and scrap.",2
1137,8906,"Other vessels, including warships and lifeboats other than rowing boats.",2
